latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
22.15827,69.31588,314.24,1.08,1.04,2026-03-04,0427,T,45,6.1NRT,302.85,5.52,D
21.87007,69.33644,317.78,1.07,1.03,2026-03-04,0429,T,62,6.1NRT,302.72,9.21,D
21.86874,69.34649,314.06,1.07,1.03,2026-03-04,0429,T,55,6.1NRT,302.27,5.57,D
21.72573,70.0584,313.14,1.02,1.01,2026-03-04,0429,T,42,6.1NRT,302.92,4.19,D
21.71695,69.79137,317.02,1.04,1.02,2026-03-04,0429,T,63,6.1NRT,301.89,8.44,D
21.57573,70.68242,321.88,1,1,2026-03-04,0429,T,72,6.1NRT,304.69,11.4,D
21.57441,70.69179,319.86,1,1,2026-03-04,0429,T,69,6.1NRT,305.34,9.28,D
21.38722,70.89817,315.79,1,1,2026-03-04,0429,T,58,6.1NRT,305.32,5.12,D
21.41399,70.51982,316.61,1,1,2026-03-04,0429,T,60,6.1NRT,303.52,6.98,D
21.40008,70.47285,315.9,1,1,2026-03-04,0429,T,53,6.1NRT,303.77,6.97,D
20.58274,75.69963,318.31,1.65,1.26,2026-03-04,0429,T,62,6.1NRT,306.2,13.66,D
21.34676,70.72296,317.87,1,1,2026-03-04,0429,T,64,6.1NRT,301.8,8.11,D
21.34543,70.73231,319.96,1,1,2026-03-04,0429,T,68,6.1NRT,303.04,10.12,D
21.33721,70.66411,319.98,1,1,2026-03-04,0429,T,68,6.1NRT,304.07,9.26,D
21.33588,70.67346,320.66,1,1,2026-03-04,0429,T,70,6.1NRT,303.9,9.91,D
21.34259,70.4351,313.46,1.01,1,2026-03-04,0429,T,42,6.1NRT,303.02,4.25,D
20.55044,75.4929,315.52,1.6,1.25,2026-03-04,0429,T,52,6.1NRT,302.91,13.18,D
21.27278,70.46615,317.77,1,1,2026-03-04,0429,T,63,6.1NRT,304.65,7.45,D
20.91873,71.19271,319.19,1,1,2026-03-04,0429,T,67,6.1NRT,304.49,8.99,D
20.87924,70.63735,320.22,1,1,2026-03-04,0429,T,70,6.1NRT,305.12,9.55,D
19.43867,75.88403,325.12,1.79,1.31,2026-03-04,0429,T,77,6.1NRT,303.03,36.09,D
19.43577,75.90038,319.71,1.8,1.31,2026-03-04,0429,T,69,6.1NRT,303.16,22.3,D
19.4412,75.87827,313.84,1.79,1.31,2026-03-04,0429,T,53,6.1NRT,302.9,12,D
19.43842,75.89464,328.28,1.8,1.31,2026-03-04,0429,T,80,6.1NRT,303.43,45.3,D
19.28125,75.85861,314.32,1.8,1.31,2026-03-04,0429,T,55,6.1NRT,302.78,12.27,D
18.4304,73.25394,319.62,1.24,1.11,2026-03-04,0429,T,56,6.1NRT,305.57,11.16,D
18.42861,73.26517,320.48,1.24,1.11,2026-03-04,0429,T,62,6.1NRT,309.06,12.06,D
18.28519,74.0218,321.19,1.39,1.17,2026-03-04,0429,T,69,6.1NRT,303.62,16.69,D
18.28309,74.03449,330.78,1.39,1.17,2026-03-04,0429,T,82,6.1NRT,304.35,33.19,D
18.27547,74.02689,328.55,1.39,1.17,2026-03-04,0429,T,76,6.1NRT,303.32,28.35,D
18.27132,74.05297,318.79,1.4,1.17,2026-03-04,0429,T,42,6.1NRT,305.39,12.67,D
17.9455,73.83447,323.66,1.37,1.16,2026-03-04,0429,T,74,6.1NRT,303.83,22.97,D
17.46511,76.14479,320.11,2.05,1.39,2026-03-04,0429,T,61,6.1NRT,306.54,19.6,D
17.48319,73.9567,317.42,1.42,1.18,2026-03-04,0429,T,61,6.1NRT,304.96,12.89,D
17.23206,73.98837,316.76,1.44,1.19,2026-03-04,0429,T,29,6.1NRT,303.06,10.89,D
17.22179,73.98618,317.51,1.44,1.19,2026-03-04,0429,T,26,6.1NRT,304,11.52,D
17.21355,73.97153,320.83,1.44,1.19,2026-03-04,0429,T,67,6.1NRT,302.9,16.17,D
17.21154,73.98387,325.08,1.44,1.19,2026-03-04,0429,T,75,6.1NRT,304.29,23.87,D
16.96708,73.91035,316,1.44,1.19,2026-03-04,0429,T,57,6.1NRT,303.19,11.77,D
16.60521,74.22756,317.63,1.53,1.22,2026-03-04,0429,T,65,6.1NRT,303.86,13.74,D
12.25801,77.56808,312.7,3.37,1.73,2026-03-04,0429,T,59,6.1NRT,300.58,28.8,D
39.0383,54.25779,301.96,1.21,1.09,2026-03-04,0601,T,50,6.1NRT,285.22,5.22,D
27.16283,56.0656,315.23,2.78,1.59,2026-03-04,0603,T,67,6.1NRT,296.24,31.1,D
27.17118,56.06248,318.28,2.78,1.59,2026-03-04,0603,T,73,6.1NRT,296.6,44.5,D
11.16506,98.85045,325.31,2.4,1.49,2026-03-04,0805,A,78,6.1NRT,298.11,67.58,D
11.16147,98.82913,340.73,2.41,1.5,2026-03-04,0805,A,90,6.1NRT,299.08,145.86,D
11.16265,98.84618,338.54,2.4,1.49,2026-03-04,0805,A,89,6.1NRT,298.27,131.13,D
11.15886,98.82468,332.28,2.41,1.5,2026-03-04,0805,A,85,6.1NRT,299.12,99.2,D
11.83082,99.59142,319.46,2.03,1.39,2026-03-04,0805,A,53,6.1NRT,308.57,24.98,D
11.82778,99.57323,319.33,2.04,1.39,2026-03-04,0805,A,61,6.1NRT,306.67,23.73,D
12.73529,101.59705,316.74,1.39,1.17,2026-03-04,0805,A,57,6.1NRT,301.79,9.93,D
12.73268,101.59198,317.5,1.39,1.17,2026-03-04,0805,A,57,6.1NRT,302.09,10.86,D
12.74449,101.14517,319.11,1.49,1.21,2026-03-04,0805,A,63,6.1NRT,303.61,7.57,D
12.64303,99.00349,312.34,2.18,1.43,2026-03-04,0805,A,30,6.1NRT,299.97,19.3,D
13.1033,101.27291,320.32,1.44,1.19,2026-03-04,0805,A,36,6.1NRT,303.63,13.32,D
13.13405,101.39726,315.03,1.41,1.18,2026-03-04,0805,A,47,6.1NRT,298.77,11.34,D
13.14427,101.39552,312.25,1.41,1.18,2026-03-04,0805,A,20,6.1NRT,296.96,7.32,D
13.36057,101.20917,317.14,1.44,1.19,2026-03-04,0805,A,59,6.1NRT,300.77,9.46,D
13.35847,101.19638,317.64,1.44,1.19,2026-03-04,0805,A,60,6.1NRT,301.81,9.46,D
13.37285,101.15424,322.54,1.45,1.19,2026-03-04,0805,A,71,6.1NRT,302.83,15.55,D
13.14675,99.10097,316.99,2.09,1.41,2026-03-04,0805,A,63,6.1NRT,299.17,33.26,D
13.13063,99.00589,353.79,2.13,1.42,2026-03-04,0805,A,97,6.1NRT,300.23,196.94,D
13.12699,98.98441,355.93,2.14,1.42,2026-03-04,0805,A,98,6.1NRT,302.51,213.3,D
13.13923,98.98165,323.87,2.14,1.42,2026-03-04,0805,A,75,6.1NRT,300.11,50.51,D
13.12132,99.0008,314.75,2.13,1.42,2026-03-04,0805,A,53,6.1NRT,299.16,25.58,D
13.13327,98.99665,370.39,2.13,1.42,2026-03-04,0805,A,100,6.1NRT,301.09,339.05,D
13.12969,98.97646,332.23,2.14,1.42,2026-03-04,0805,A,83,6.1NRT,301.73,79.86,D
13.1946,98.98447,313.32,2.13,1.42,2026-03-04,0805,A,39,6.1NRT,301.36,17.18,D
13.18896,98.72658,313.09,2.23,1.45,2026-03-04,0805,A,43,6.1NRT,300.15,19.93,D
13.30151,98.99801,318.32,2.12,1.41,2026-03-04,0805,A,61,6.1NRT,301.96,28.32,D
13.57745,99.67409,323.64,1.85,1.33,2026-03-04,0805,A,70,6.1NRT,306.23,22.15,D
13.63163,99.19871,316.18,2.01,1.38,2026-03-04,0805,A,35,6.1NRT,304.68,21.97,D
14.00657,101.32533,335.43,1.38,1.16,2026-03-04,0805,A,85,6.1NRT,308.71,37.91,D
13.92532,100.57525,329.83,1.56,1.23,2026-03-04,0805,A,80,6.1NRT,308.49,22.38,D
14.0961,101.30328,323.75,1.38,1.16,2026-03-04,0805,A,52,6.1NRT,306.78,8.97,D
14.09406,101.29099,326.87,1.38,1.16,2026-03-04,0805,A,73,6.1NRT,309.34,13.38,D
14.08794,101.25396,328.9,1.39,1.17,2026-03-04,0805,A,78,6.1NRT,310.06,17.73,D
14.00788,100.70918,328.88,1.52,1.22,2026-03-04,0805,A,79,6.1NRT,309.21,24.17,D
14.00561,100.69564,326.76,1.53,1.22,2026-03-04,0805,A,49,6.1NRT,309.21,18.36,D
14.10213,101.21316,331.15,1.4,1.17,2026-03-04,0805,A,81,6.1NRT,308.3,23.08,D
14.01846,100.7073,325.24,1.52,1.22,2026-03-04,0805,A,45,6.1NRT,305.49,16.06,D
13.75955,99.18579,319.4,2,1.38,2026-03-04,0805,A,56,6.1NRT,305.83,26.41,D
13.864,99.65345,319.11,1.83,1.33,2026-03-04,0805,A,61,6.1NRT,305.86,13.05,D
14.06612,100.63757,324.7,1.54,1.22,2026-03-04,0805,A,65,6.1NRT,305.52,14.02,D
14.07674,100.63567,326.37,1.54,1.22,2026-03-04,0805,A,53,6.1NRT,306.1,16.59,D
13.84491,99.2181,351.83,1.98,1.37,2026-03-04,0805,A,96,6.1NRT,305.9,153.02,D
13.84209,99.2019,354.49,1.99,1.38,2026-03-04,0805,A,97,6.1NRT,306.74,169.53,D
13.85693,99.21655,318.04,1.98,1.37,2026-03-04,0805,A,58,6.1NRT,304.15,14.99,D
14.1138,100.30466,317.64,1.62,1.25,2026-03-04,0805,A,61,6.1NRT,306.42,12.47,D
14.49666,101.81045,335.78,1.26,1.12,2026-03-04,0805,A,85,6.1NRT,308.46,36.2,D
14.22794,99.54626,327.83,1.84,1.33,2026-03-04,0805,A,78,6.1NRT,308.79,31.14,D
14.235,99.04755,326.53,2.01,1.38,2026-03-04,0805,A,77,6.1NRT,305.51,43.45,D
14.2319,99.02949,321.6,2.02,1.38,2026-03-04,0805,A,64,6.1NRT,306.19,29.41,D
14.24021,99.03994,326.63,2.01,1.38,2026-03-04,0805,A,76,6.1NRT,306.04,43.14,D
15.06619,101.83603,326.46,1.24,1.11,2026-03-04,0805,A,71,6.1NRT,311.56,10.28,D
14.98552,100.6945,324.99,1.47,1.2,2026-03-04,0805,A,70,6.1NRT,310.38,13.05,D
15.21776,101.93294,328.56,1.22,1.1,2026-03-04,0805,A,49,6.1NRT,307.27,16.93,D
15.22861,101.36624,340.77,1.31,1.14,2026-03-04,0807,A,88,6.1NRT,310.03,43,D
15.23849,101.36449,333.7,1.31,1.14,2026-03-04,0807,A,81,6.1NRT,309.65,27.38,D
14.84259,98.66639,318.47,2.09,1.41,2026-03-04,0807,A,50,6.1NRT,302.49,29.01,D
14.84558,98.66123,320.51,2.09,1.41,2026-03-04,0807,A,51,6.1NRT,303.13,33.44,D
14.87018,98.65784,322.67,2.09,1.41,2026-03-04,0807,A,66,6.1NRT,302.65,39.58,D
14.86679,98.63872,327.51,2.1,1.41,2026-03-04,0807,A,78,6.1NRT,303.05,54.62,D
15.32989,101.17157,323.83,1.35,1.15,2026-03-04,0807,A,52,6.1NRT,307.05,10.1,D
15.37433,101.38403,327.99,1.3,1.13,2026-03-04,0807,A,73,6.1NRT,308,17.54,D
6.61579,80.65035,311.67,1.05,1.02,2026-03-04,0941,A,57,6.1NRT,299.89,6.03,D
7.24477,81.77207,315.79,1,1,2026-03-04,0941,A,67,6.1NRT,301.39,5.68,D
7.20794,80.65563,315.91,1.04,1.02,2026-03-04,0941,A,65,6.1NRT,299.16,10.52,D
7.84686,80.29752,319.57,1.06,1.03,2026-03-04,0941,A,64,6.1NRT,299.56,11.69,D
7.84548,80.28822,331.35,1.06,1.03,2026-03-04,0941,A,84,6.1NRT,300.36,25.62,D
8.04496,79.94991,320.47,1.09,1.04,2026-03-04,0941,A,76,6.1NRT,300.03,12.18,D
9.36537,78.77619,321.57,1.2,1.09,2026-03-04,0941,A,62,6.1NRT,302.88,10.68,D
9.75965,77.86794,331,1.34,1.15,2026-03-04,0941,A,80,6.1NRT,312.98,18.3,D
9.7578,77.85616,331.4,1.35,1.15,2026-03-04,0941,A,81,6.1NRT,312.4,19.21,D
9.75595,77.84435,335.12,1.35,1.15,2026-03-04,0941,A,84,6.1NRT,313.27,26.24,D
9.79273,77.82065,335.21,1.35,1.15,2026-03-04,0941,A,84,6.1NRT,312.3,27.25,D
10.03906,77.9484,315.7,1.31,1.14,2026-03-04,0941,A,35,6.1NRT,303.19,9.59,D
11.359,79.05482,326.73,1.1,1.05,2026-03-04,0943,A,24,6.1NRT,313.75,12.49,D
11.36822,79.05683,324.33,1.1,1.05,2026-03-04,0943,A,50,6.1NRT,311.67,11.47,D
11.3667,79.04709,325.78,1.1,1.05,2026-03-04,0943,A,58,6.1NRT,313.27,12.43,D
11.43211,79.04656,333.98,1.1,1.05,2026-03-04,0943,A,82,6.1NRT,311.87,22.61,D
11.42466,78.9978,322.89,1.11,1.05,2026-03-04,0943,A,64,6.1NRT,310.32,7.48,D
11.66465,79.0611,330.45,1.09,1.04,2026-03-04,0943,A,77,6.1NRT,310.14,20.01,D
12.08406,79.56556,320.96,1.04,1.02,2026-03-04,0943,A,56,6.1NRT,306.42,9.13,D
12.18752,79.0253,321.83,1.09,1.04,2026-03-04,0943,A,63,6.1NRT,306.98,9.3,D
12.17301,78.32826,327.9,1.17,1.08,2026-03-04,0943,A,75,6.1NRT,313.32,14.18,D
12.3066,78.65441,317.8,1.12,1.06,2026-03-04,0943,A,44,6.1NRT,303.39,9.63,D
12.29454,78.41224,319.89,1.15,1.07,2026-03-04,0943,A,55,6.1NRT,307.02,6.39,D
12.44275,78.82288,317.29,1.1,1.05,2026-03-04,0943,A,39,6.1NRT,301.38,9.76,D
12.297,77.84252,318.34,1.24,1.11,2026-03-04,0943,A,48,6.1NRT,305.08,10,D
12.25183,77.5625,332.18,1.29,1.13,2026-03-04,0943,A,69,6.1NRT,310.73,26.12,D
12.25008,77.55166,335.43,1.29,1.13,2026-03-04,0943,A,84,6.1NRT,307.26,32.87,D
12.26355,77.5727,323.46,1.29,1.13,2026-03-04,0943,A,54,6.1NRT,309.13,12.88,D
12.30632,77.71472,322.8,1.26,1.12,2026-03-04,0943,A,68,6.1NRT,309.39,11.83,D
12.30454,77.70352,332.76,1.26,1.12,2026-03-04,0943,A,82,6.1NRT,310.51,28.68,D
12.29924,77.67024,339.87,1.27,1.12,2026-03-04,0943,A,88,6.1NRT,310.74,45.12,D
12.3249,77.76913,319.93,1.25,1.11,2026-03-04,0943,A,43,6.1NRT,307.13,10.07,D
12.49415,78.79284,332.23,1.1,1.05,2026-03-04,0943,A,81,6.1NRT,307.78,26.91,D
12.31539,77.64607,321.3,1.27,1.12,2026-03-04,0943,A,48,6.1NRT,306.11,9.61,D
12.39098,77.73055,318.2,1.25,1.11,2026-03-04,0943,A,32,6.1NRT,306.79,5.92,D
12.39843,77.32442,326.75,1.33,1.14,2026-03-04,0943,A,74,6.1NRT,313.45,16.63,D
12.80245,79.17713,320.37,1.06,1.03,2026-03-04,0943,A,57,6.1NRT,304.83,8.87,D
12.81282,79.18499,350.48,1.06,1.03,2026-03-04,0943,A,95,6.1NRT,306.71,57.95,D
12.81142,79.1758,320.85,1.06,1.03,2026-03-04,0943,A,57,6.1NRT,303.92,9.12,D
12.79937,78.85491,321,1.09,1.04,2026-03-04,0943,A,63,6.1NRT,306.56,10.01,D
12.63181,77.7697,322.61,1.24,1.11,2026-03-04,0943,A,67,6.1NRT,309.01,9.96,D
12.81979,78.56477,318.42,1.12,1.05,2026-03-04,0943,A,52,6.1NRT,305.08,8.57,D
12.67506,77.64207,318.21,1.26,1.11,2026-03-04,0943,A,36,6.1NRT,306.51,7,D
12.92628,79.19841,324.27,1.06,1.03,2026-03-04,0943,A,68,6.1NRT,308.51,11.27,D
12.92487,79.18913,324.3,1.06,1.03,2026-03-04,0943,A,70,6.1NRT,308.6,11.87,D
12.82435,78.53338,320.87,1.12,1.06,2026-03-04,0943,A,62,6.1NRT,304.88,11.29,D
13.01239,79.15952,328.12,1.06,1.03,2026-03-04,0943,A,76,6.1NRT,307.69,16.02,D
13.01097,79.15016,350.27,1.06,1.03,2026-03-04,0943,A,95,6.1NRT,309.69,55.82,D
12.97873,78.63745,318.98,1.11,1.05,2026-03-04,0943,A,54,6.1NRT,306.26,8.82,D
12.83133,77.52296,318.51,1.27,1.12,2026-03-04,0943,A,54,6.1NRT,306.48,7.55,D
12.82953,77.51171,325.27,1.28,1.12,2026-03-04,0943,A,72,6.1NRT,307.68,17.27,D
13.14751,79.25594,321.86,1.05,1.02,2026-03-04,0943,A,65,6.1NRT,307.51,9.4,D
13.04374,78.28335,323.05,1.15,1.07,2026-03-04,0943,A,66,6.1NRT,308.29,11.15,D
13.13873,78.83527,324.28,1.08,1.04,2026-03-04,0943,A,70,6.1NRT,307.32,13.74,D
13.13726,78.82575,325.41,1.08,1.04,2026-03-04,0943,A,72,6.1NRT,306.16,15.35,D
13.23778,79.42561,323.25,1.03,1.02,2026-03-04,0943,A,68,6.1NRT,309.78,9.72,D
13.24719,79.36756,320.35,1.04,1.02,2026-03-04,0943,A,61,6.1NRT,306.23,8.49,D
13.07916,78.20412,323.85,1.16,1.07,2026-03-04,0943,A,68,6.1NRT,306.34,12.67,D
13.07757,78.19384,320.07,1.16,1.07,2026-03-04,0943,A,57,6.1NRT,306.36,7.88,D
13.09795,78.27831,319.56,1.15,1.07,2026-03-04,0943,A,52,6.1NRT,307.46,7.09,D
13.18939,78.80086,320.86,1.09,1.04,2026-03-04,0943,A,61,6.1NRT,306.23,10.13,D
13.18791,78.79128,331.05,1.09,1.04,2026-03-04,0943,A,79,6.1NRT,306.26,23.16,D
13.35142,79.80218,317.94,1.01,1.01,2026-03-04,0943,A,50,6.1NRT,305.2,5.69,D
13.32533,79.08479,323.88,1.06,1.03,2026-03-04,0943,A,69,6.1NRT,308.96,11.69,D
13.32389,79.07539,323.77,1.06,1.03,2026-03-04,0943,A,69,6.1NRT,308.53,11.48,D
13.36993,79.3164,356.09,1.04,1.02,2026-03-04,0943,A,98,6.1NRT,309.1,67.57,D
13.36852,79.30717,331.15,1.04,1.02,2026-03-04,0943,A,80,6.1NRT,306.63,19.36,D
13.40118,79.46239,320.27,1.03,1.01,2026-03-04,0943,A,61,6.1NRT,308.21,7.87,D
13.37882,79.31505,327.78,1.04,1.02,2026-03-04,0943,A,76,6.1NRT,306.29,14.17,D
13.15308,77.80223,328.84,1.21,1.1,2026-03-04,0943,A,76,6.1NRT,308.11,19.87,D
13.19934,78.03382,320.4,1.18,1.08,2026-03-04,0943,A,59,6.1NRT,308.89,8.58,D
13.36035,78.95345,317.19,1.07,1.03,2026-03-04,0943,A,34,6.1NRT,306.21,6.28,D
13.42512,79.26025,326.68,1.04,1.02,2026-03-04,0943,A,74,6.1NRT,307.69,14.59,D
13.39482,78.93168,316.95,1.07,1.03,2026-03-04,0943,A,25,6.1NRT,305.68,6.03,D
13.22369,77.78376,325.93,1.21,1.1,2026-03-04,0943,A,72,6.1NRT,309.28,14.38,D
13.42062,78.85962,316.89,1.07,1.03,2026-03-04,0943,A,27,6.1NRT,303.14,7.42,D
13.43158,78.74992,321.27,1.09,1.04,2026-03-04,0943,A,58,6.1NRT,303.69,10.86,D
13.20015,77.26096,320.16,1.31,1.13,2026-03-04,0943,A,53,6.1NRT,307.24,6.71,D
13.25574,77.41034,335.52,1.28,1.12,2026-03-04,0943,A,84,6.1NRT,309.3,34.59,D
13.25391,77.39905,323.42,1.28,1.12,2026-03-04,0943,A,68,6.1NRT,309.56,12.67,D
13.52206,79.04095,319.31,1.06,1.03,2026-03-04,0943,A,57,6.1NRT,307.63,7.23,D
13.319,77.28792,320,1.29,1.13,2026-03-04,0943,A,59,6.1NRT,308.31,6.71,D
13.57421,78.59413,322.01,1.1,1.04,2026-03-04,0943,A,58,6.1NRT,307.58,10.07,D
13.57271,78.58433,323.6,1.1,1.05,2026-03-04,0943,A,68,6.1NRT,309.85,11.44,D
13.57593,78.42263,317.83,1.12,1.05,2026-03-04,0943,A,26,6.1NRT,306.65,6.3,D
13.68633,78.90517,324.92,1.07,1.03,2026-03-04,0943,A,71,6.1NRT,309,10.91,D
13.59386,78.24911,322.83,1.14,1.06,2026-03-04,0943,A,65,6.1NRT,309.73,9.98,D
13.57525,77.94666,323.45,1.18,1.08,2026-03-04,0943,A,66,6.1NRT,309.23,9.82,D
13.64947,78.36382,320.1,1.12,1.06,2026-03-04,0943,A,44,6.1NRT,308.26,7.47,D
13.81021,79.22504,324.16,1.04,1.02,2026-03-04,0943,A,70,6.1NRT,305.4,14.42,D
13.80879,79.21575,319.97,1.04,1.02,2026-03-04,0943,A,43,6.1NRT,305.08,9.75,D
13.72255,78.65702,330.35,1.09,1.04,2026-03-04,0943,A,78,6.1NRT,311.18,17.67,D
13.81909,79.22371,321.12,1.04,1.02,2026-03-04,0943,A,33,6.1NRT,303.77,10.28,D
13.81766,79.21435,329.89,1.04,1.02,2026-03-04,0943,A,78,6.1NRT,306.34,20.61,D
13.79475,79.06461,322.26,1.05,1.02,2026-03-04,0943,A,65,6.1NRT,308.09,10.28,D
13.73161,78.65557,325.46,1.09,1.04,2026-03-04,0943,A,45,6.1NRT,308.61,10.39,D
13.82512,79.20365,327.99,1.04,1.02,2026-03-04,0943,A,21,6.1NRT,305.15,16.91,D
13.82366,79.19408,330.65,1.04,1.02,2026-03-04,0943,A,79,6.1NRT,305.68,22.11,D
13.83113,79.18339,319.85,1.04,1.02,2026-03-04,0943,A,58,6.1NRT,304.13,10.43,D
13.5504,77.3872,328.15,1.27,1.12,2026-03-04,0943,A,75,6.1NRT,310.5,17.93,D
13.5619,77.39668,335.52,1.26,1.12,2026-03-04,0943,A,83,6.1NRT,311.18,30.45,D
13.56011,77.38548,350.11,1.27,1.12,2026-03-04,0943,A,94,6.1NRT,310.55,67.84,D
13.80918,78.85914,322.11,1.07,1.03,2026-03-04,0943,A,64,6.1NRT,309.03,8.82,D
13.74228,78.42307,321.84,1.11,1.05,2026-03-04,0943,A,53,6.1NRT,307.51,6.66,D
13.74077,78.41328,322.74,1.11,1.05,2026-03-04,0943,A,60,6.1NRT,309.1,7.9,D
13.84189,78.4722,322.48,1.1,1.05,2026-03-04,0943,A,46,6.1NRT,305.51,10.01,D
13.84034,78.46208,324.12,1.1,1.05,2026-03-04,0943,A,52,6.1NRT,308.24,11.38,D
13.57475,76.71069,322.97,1.4,1.17,2026-03-04,0943,A,33,6.1NRT,309.82,10.14,D
13.5727,76.69787,344.28,1.4,1.17,2026-03-04,0943,A,91,6.1NRT,312.72,60.9,D
13.87493,78.32723,327.64,1.12,1.05,2026-03-04,0943,A,71,6.1NRT,310.04,12.75,D
13.8841,78.32568,325.63,1.12,1.05,2026-03-04,0943,A,39,6.1NRT,309.42,9.64,D
13.88256,78.31578,344.53,1.12,1.05,2026-03-04,0943,A,90,6.1NRT,311.48,42.64,D
13.97288,78.24436,331.99,1.13,1.06,2026-03-04,0943,A,78,6.1NRT,310,20.71,D
13.95554,78.13324,322.83,1.14,1.06,2026-03-04,0943,A,31,6.1NRT,309.21,8.22,D
13.9648,78.13173,343.93,1.14,1.06,2026-03-04,0943,A,90,6.1NRT,309.23,44.15,D
13.96323,78.12167,341.31,1.14,1.06,2026-03-04,0943,A,88,6.1NRT,309.26,36.78,D
13.95851,78.09139,336.87,1.15,1.07,2026-03-04,0943,A,84,6.1NRT,306.41,29.64,D
13.8894,77.65113,326.63,1.21,1.09,2026-03-04,0943,A,66,6.1NRT,311.1,13.49,D
13.87218,77.54221,323.28,1.23,1.1,2026-03-04,0943,A,59,6.1NRT,309.54,9.95,D
13.87045,77.53127,327.02,1.23,1.1,2026-03-04,0943,A,70,6.1NRT,310.14,15.7,D
13.98814,78.22089,326.3,1.13,1.06,2026-03-04,0943,A,69,6.1NRT,310.95,12.34,D
13.97091,78.10993,351.26,1.14,1.07,2026-03-04,0943,A,95,6.1NRT,309.28,61.25,D
13.96933,78.09979,343.82,1.14,1.07,2026-03-04,0943,A,90,6.1NRT,308.13,43.29,D
13.89892,77.64957,328.92,1.21,1.09,2026-03-04,0943,A,73,6.1NRT,309.15,17.74,D
14.27472,79.06134,324.14,1.04,1.02,2026-03-04,0943,A,66,6.1NRT,306.84,10.7,D
14.30235,79.12344,319.62,1.04,1.02,2026-03-04,0943,A,51,6.1NRT,308.13,7.14,D
14.3391,79.30678,321.12,1.03,1.01,2026-03-04,0943,A,56,6.1NRT,306.23,9.01,D
14.30183,78.81001,324.22,1.06,1.03,2026-03-04,0943,A,61,6.1NRT,307.38,10.24,D
14.30036,78.80051,332.14,1.06,1.03,2026-03-04,0943,A,80,6.1NRT,307.67,20.99,D
14.2523,78.37191,322.7,1.1,1.05,2026-03-04,0943,A,52,6.1NRT,309.63,6.99,D
14.14719,77.52129,324.45,1.22,1.1,2026-03-04,0943,A,64,6.1NRT,312.11,8.68,D
13.99216,76.42575,322.5,1.44,1.19,2026-03-04,0943,A,44,6.1NRT,309.8,10.96,D
14.28112,78.19418,321.85,1.12,1.06,2026-03-04,0943,A,53,6.1NRT,309.3,5.97,D
14.31774,78.14132,323.16,1.13,1.06,2026-03-04,0943,A,60,6.1NRT,310.91,8.02,D
14.16817,76.13471,320.65,1.5,1.21,2026-03-04,0943,A,53,6.1NRT,308.91,10.56,D
14.82456,79.14459,324.25,1.03,1.01,2026-03-04,0943,A,66,6.1NRT,306.08,13.8,D
14.82314,79.13526,319.99,1.03,1.01,2026-03-04,0943,A,47,6.1NRT,307.1,8.56,D
14.55902,77.07735,322.23,1.28,1.12,2026-03-04,0943,A,54,6.1NRT,310.01,8.1,D
14.94599,78.78777,325.73,1.05,1.02,2026-03-04,0943,A,60,6.1NRT,307.05,13.07,D
14.95492,78.78635,329.21,1.05,1.02,2026-03-04,0943,A,66,6.1NRT,306.01,17.35,D
15.21973,78.95097,322.01,1.04,1.02,2026-03-04,0943,A,51,6.1NRT,309.44,6.91,D
15.19711,78.80161,327.36,1.05,1.02,2026-03-04,0943,A,70,6.1NRT,309.93,16.37,D
15.40889,78.8438,324.63,1.04,1.02,2026-03-04,0943,A,64,6.1NRT,309.41,10.28,D
15.45858,78.93114,326.92,1.03,1.02,2026-03-04,0943,A,39,6.1NRT,311.25,9.94,D
15.45719,78.92198,346.85,1.03,1.02,2026-03-04,0943,A,92,6.1NRT,310.55,42.98,D
15.47907,78.9466,324.6,1.03,1.02,2026-03-04,0943,A,47,6.1NRT,312.1,8.17,D
15.47767,78.93741,325.8,1.03,1.02,2026-03-04,0943,A,59,6.1NRT,311.52,9.81,D
15.45505,78.7885,321.23,1.04,1.02,2026-03-04,0943,A,46,6.1NRT,307.14,9.99,D
15.4079,77.94685,331.25,1.12,1.06,2026-03-04,0943,A,68,6.1NRT,310.2,15.24,D
15.64156,78.91734,332.33,1.03,1.01,2026-03-04,0943,A,79,6.1NRT,308.81,22.42,D
15.72184,79.07814,330.45,1.02,1.01,2026-03-04,0943,A,77,6.1NRT,311.35,15.95,D
15.72044,79.06895,326.46,1.02,1.01,2026-03-04,0943,A,70,6.1NRT,311.12,12.26,D
15.71905,79.05978,327.71,1.02,1.01,2026-03-04,0943,A,71,6.1NRT,310.56,13.38,D
15.69508,78.90264,321.01,1.03,1.01,2026-03-04,0943,A,37,6.1NRT,308,7.22,D
15.70392,78.90118,321.7,1.03,1.01,2026-03-04,0943,A,49,6.1NRT,307.83,8.3,D
15.77607,79.07885,321.47,1.02,1.01,2026-03-04,0943,A,56,6.1NRT,308.34,7.03,D
15.77471,79.0698,319.92,1.02,1.01,2026-03-04,0943,A,43,6.1NRT,308.48,5.79,D
15.77938,79.04099,319.8,1.02,1.01,2026-03-04,0943,A,38,6.1NRT,305.52,7.37,D
15.87222,79.45841,325.36,1.01,1,2026-03-04,0943,A,64,6.1NRT,312.51,7.87,D
